estm_prsnl_incme_yr_end_30_jne_sprnt_anty_erns_mdn_age_yrs, estmts_prsnl_incme_yr_endd_30_jne_sprnntn_annty_mn_srce_of_pc, estm_prsnl_incme_yr_end_30_jne_mdn_tl_excl_gvrnmt_pns_alwncs, slctd_gvrnmnt_pnsns_allwncs_30_jne_dsblty_spprt_pnsn_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_scnd_q, sa2_name_2016, estm_prsnl_incme_yr_end_30_jne_uncrptd_bsn_erns_mdn_age_yrs, estimates_personal_income_year_ended_30_june_mean_investment, exprmntl_hshld_wlth_estmts_mdlld_prvte_dwllngs_mn_nt_wrth, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_1_499_pr_wk_pc, estimates_personal_income_year_ended_30_june_mean_employee, estm_prsnl_incme_yr_end_30_jne_tl_erns_excl_gvrnmt_pns_alwncs_n, estmts_prsnl_incme_yr_endd_30_jne_unncrprtd_bsnss_mn_srce_of_pc, estm_prsnl_incme_yr_end_30_jne_tl_erns_excl_gvrnmt_pns_alwncs_m, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_mdn, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_lwst_q, estmts_prsnl_incme_yr_endd_30_jne_emplye_ernrs_nm, estmts_prsnl_incme_yr_endd_30_jne_unncrprtd_bsnss_ernrs_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_crr_pymnt_nm, estimates_personal_income_year_ended_30_june_median_employee, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_nl_pc, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p105_r, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ngtve_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_prntng_pymnt_sngle_nm, estm_prsnl_incme_yr_end_30_jne_mn_tl_excl_gvrnmt_pns_alwncs, estimates_personal_income_year_ended_30_june_total_employee_m, estmts_prsnl_incme_yr_endd_30_jne_mdn_sprnntn_annty, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_0, slctd_gvrnmnt_pnsns_allwncs_30_jne_fmly_tx_bnft_b_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_1, estmts_prsnl_incme_yr_endd_30_jne_ttl_sprnntn_annty_m, estimates_personal_income_year_ended_30_june_median_investment, estmts_prsnl_incme_yr_endd_30_jne_mn_sprnntn_annty, ttl_prsnl_incme_wkly_prsns_agd_15_yrs_cnss_ernng_3000_pr_wk_pc, estmts_prsnl_incme_yr_endd_30_jne_ttl_unncrprtd_bsnss_m, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p805_r, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p802_r, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_gni_cf, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_ernrs_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_p205_r, estmts_prsnl_incme_yr_endd_30_jne_mn_unncrprtd_bsnss, slctd_gvrnmt_pns_alwncs_30_jne_yth_alwnce_fl_tme_stdnprc_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_m, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_500_999_pr_wk_pc, equivalised_total_household_income_census_median_weekly, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_thrd_q, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_mn, slctd_gvrnmnt_pnsns_allwncs_30_jne_nwstrt_allwnce_nm, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_prsns_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_cmmnwlth_rnt_assstnce_nm, sa2_maincode_2016, estimates_personal_income_year_ended_30_june_total_investment_m, estmts_prsnl_incme_yr_endd_30_jne_emplye_mn_srce_of_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_age_pnsn_cntrlnk_nm, slctd_gvrnmnt_pnsns_allwncs_30_jne_yth_allwnce_nm, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_mn_srce_of_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_fmly_tx_bnft_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_shre_o, grss_cptl_gns_rprtd_txpyrs_yr_endd_30_jne_by_amnt_m, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_2000_2999_pr_wk_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_crr_allwnce_nm, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_erng_1000_1999_pr_wk_pc, yr, tl_prsnl_incme_wkly_prsn_agd_15_yrs_cns_indqtly_dscrb_std_pc, slctd_gvrnmnt_pnsns_allwncs_30_jne_prntng_pymnt_prtnrd_nm, estmts_prsnl_incme_yr_endd_30_jne_sprnntn_annty_ernrs_nm, estm_prsnl_incme_yr_end_30_jne_tl_excl_gvrnmt_pns_alwncs_hgst_q, estmts_prsnl_incme_yr_endd_30_jne_mdn_unncrprtd_bsnss, estmts_prsnl_incme_yr_endd_30_jne_invstmnt_ernrs_mdn_age_yrs, estmts_prsnl_incme_yr_endd_30_jne_emplye_ernrs_mdn_age_yrs
52,1.3,35954,974,31.7,"Broadmeadows",34,1615,327.1,41.1,39690,4885,14.2,35,2959,33.4,4667,947,560,37025,10.4,0.2,1.4,259,39778,185.2,10000,15.1,1366,25.7,2.2,80,19663,0.4,16.0,1.71,4.44,0.405,2410,0.38,16854,233,194.3,22.1,519,26.3,24308,1065,70,null,"210051242",3.9,78.7,1387,126,5.3,1509,4.3,1.7,0.6,null,10.2,2016,13.8,null,110,8.7,13434,37,33
56,0.6,49981,63,27.7,"Mickleham - Yuroke",41,10841,995.1,21.0,54458,1989,7.3,36,8925,19.6,1767,285,48,50000,10.4,0.26,1.0,31,56985,96.2,9408,17.6,214,27.6,0.5,157,18333,1.5,4.6,1.61,3.53,0.397,1375,0.45,16158,28,113.3,25.7,1021,32.5,62046,79,90,null,"210051445",14.9,78.3,98,10,13.2,262,6.6,5.6,3.4,null,28.4,2016,8.3,null,30,20.2,10885,38,34
59,1.2,46115,445,27.6,"Bayswater",42,4183,625.5,28.1,51591,6995,6.3,40,2382,24.3,6593,816,105,47549,10.0,0.18,0.4,133,51402,340.1,10000,16.3,762,26.7,3.0,155,18545,0.8,16.0,1.67,4.2,0.406,4938,0.4,19616,136,359.6,26.2,829,29.9,27186,377,284,null,"211011251",20.7,81.6,1611,41,10.4,911,5.5,7.7,3.0,null,23.7,2016,7.8,null,161,18.2,11263,41,38
56,1.0,36400,1119,33.5,"Meadow Heights",39,2510,529.0,42.4,41028,5462,15.3,38,9169,31.0,5028,1083,863,38194,13.3,0.23,1.4,258,40621,206.3,10000,14.6,1780,25.0,1.5,79,14071,0.3,19.3,1.74,4.02,0.398,2616,0.43,17824,422,221.9,21.8,528,26.1,23317,1154,83,null,"210051247",6.6,77.2,1208,149,6.1,1956,4.0,1.9,0.8,null,10.9,2016,9.1,null,104,9.4,16689,39,35
58,1.0,46091,304,26.5,"Knoxfield - Scoresby",44,4133,911.3,27.4,55242,8693,6.3,43,2603,25.1,8051,966,100,48209,11.5,0.17,0.5,96,54481,444.8,12018,17.5,790,28.4,4.0,184,20560,1.9,20.1,1.79,4.58,0.433,6527,0.39,20798,219,473.6,25.0,892,26.7,30377,318,507,null,"211011254",27.0,80.2,1690,28,12.0,1010,6.0,15.4,4.3,null,23.4,2016,6.0,null,194,21.7,11729,44,40
56,1.1,35759,1187,32.0,"Campbellfield - Coolaroo",38,5900,506.9,46.2,40468,5804,15.4,37,5886,33.2,5194,1184,926,37200,11.5,0.19,1.2,222,40884,210.2,10000,17.1,1716,27.7,2.1,142,18418,0.3,22.8,1.73,4.38,0.424,2819,0.4,19262,367,237.3,20.2,495,25.0,62751,1193,146,null,"210051243",16.6,73.9,2254,113,9.3,1867,5.9,9.2,0.6,null,9.2,2016,10.6,null,114,9.8,16276,40,34
59,1.6,46951,576,27.1,"Gladstone Park - Westmeadows",43,4201,825.4,31.7,53090,9861,6.6,43,2919,23.9,9171,1114,373,48156,9.1,0.19,0.6,158,52529,486.9,13870,15.9,1037,26.5,7.0,191,23219,1.0,20.7,1.68,4.11,0.409,6851,0.41,18589,228,518.0,24.8,808,29.5,25167,629,456,null,"210051245",28.8,79.9,2385,74,11.6,1269,4.9,11.5,2.8,null,22.0,2016,8.1,null,302,19.5,13274,45,40
58,0.8,49193,374,26.9,"Greenvale - Bulla",46,9980,1160.4,26.2,56557,9742,8.0,42,4380,21.5,8780,1353,280,48395,12.3,0.21,0.7,92,59687,496.6,16778,18.3,784,29.3,5.2,288,26851,2.6,29.3,1.79,4.2,0.43,7336,0.43,21654,235,581.5,22.7,991,27.0,57508,339,554,null,"210051246",73.2,76.5,1045,29,14.1,986,6.1,31.9,4.8,null,24.3,2016,6.4,null,194,24.6,15060,44,38
57,0.6,49991,323,26.7,"Cranbourne East",36,1515,575.1,21.8,53979,13256,7.1,35,4290,20.3,12553,1740,197,51464,11.4,0.22,0.6,306,53035,677.6,10030,14.0,1957,23.8,3.7,39,21909,0.8,30.5,1.57,3.49,0.365,7957,0.45,17532,167,703.0,28.2,904,34.1,45596,496,259,null,"212031301",12.1,86.1,1646,44,5.9,2577,4.1,11.8,3.2,null,27.3,2016,6.8,null,167,18.8,9967,36,35
56,0.8,40691,1081,30.7,"Roxburgh Park - Somerton",40,3709,645.2,37.5,46562,8968,12.9,39,5050,27.6,8192,1578,1066,42872,14.4,0.23,1.3,220,46364,381.4,10000,15.6,2292,26.2,3.6,71,22331,0.6,28.2,1.74,4.07,0.405,4802,0.43,17840,526,415.8,22.4,648,27.4,33045,1144,196,null,"210051249",17.8,79.3,1021,119,6.6,2665,4.9,6.5,1.4,null,15.1,2016,7.3,null,163,14.3,15600,40,37
55,1.1,45672,333,30.5,"Craigieburn - Central",36,1428,527.8,29.5,48444,4315,8.0,39,1624,22.6,4232,543,257,46276,12.3,0.23,0.7,164,48782,205.0,10000,14.0,1136,23.9,1.8,69,20250,0.4,10.0,1.59,3.56,0.367,2403,0.44,18401,147,210.5,27.4,732,32.0,14932,419,84,null,"210051441",3.4,86.0,519,51,4.5,1391,3.9,1.3,1.6,null,19.8,2016,8.3,null,90,14.8,14691,40,37
50,0.7,46902,175,28.7,"Craigieburn - West",34,1359,515.5,25.2,51816,6609,9.2,34,2487,22.1,6200,994,135,49083,13.2,0.23,0.8,86,50704,321.3,11077,14.1,598,24.2,1.8,44,19223,0.7,15.6,1.61,3.67,0.375,3658,0.44,15653,78,335.1,27.9,824,32.0,28487,221,100,null,"210051444",5.0,85.3,273,27,4.4,732,4.0,2.8,2.9,null,22.5,2016,6.6,null,95,17.1,12215,34,33
56,0.5,48251,365,28.1,"Craigieburn - North",37,2181,647.0,24.2,53345,5773,8.2,37,7136,21.4,5527,751,281,49328,13.8,0.25,0.7,179,52999,294.8,11232,14.4,1243,24.7,1.4,47,18474,0.8,12.5,1.65,3.75,0.378,3317,0.44,16627,161,306.0,26.2,848,30.8,39437,458,131,null,"210051442",7.2,85.8,568,56,5.3,1522,3.9,5.2,3.4,null,24.4,2016,6.4,null,78,19.7,13311,38,36
56,0.9,46163,490,29.5,"Craigieburn - South",37,1571,586.2,28.7,49823,8214,8.8,37,2132,22.4,7980,1155,378,46789,13.3,0.25,0.8,241,50049,397.6,10000,14.3,1671,24.4,3.7,56,22601,0.7,18.0,1.62,3.64,0.376,4705,0.45,15623,217,411.1,26.7,784,31.7,24222,616,162,null,"210051443",7.4,85.6,763,75,4.5,2045,4.0,3.9,2.5,null,21.0,2016,6.5,null,164,16.4,13014,38,36
58,1.1,49156,139,27.8,"Cranbourne South",45,9172,1115.6,23.4,57205,5234,10.3,42,3071,20.7,4605,867,61,49571,7.9,0.24,0.7,72,59079,263.4,13969,17.8,366,28.5,3.4,155,29572,2.1,21.4,1.77,3.99,0.421,3658,0.44,24638,39,309.2,25.9,1008,27.1,51905,133,258,null,"212031303",33.6,75.5,849,18,12.6,509,6.0,13.4,4.7,null,25.4,2016,10.1,null,114,24.4,19252,45,39
59,1.0,49455,119,24.9,"Rowville - North",46,3520,1081.3,27.4,60024,4848,5.5,44,2420,23.2,4553,502,52,51120,11.0,0.17,0.5,38,59156,273.3,13394,17.1,349,28.2,2.2,175,21359,2.6,11.8,1.84,4.64,0.431,3643,0.4,23468,77,286.8,22.9,1003,25.8,28331,130,321,null,"211011257",12.8,81.7,636,14,11.4,465,5.4,9.1,6.2,null,25.6,2016,3.9,null,103,26.2,13551,45,41
58,0.9,52119,94,25.9,"Lysterfield",47,13187,1556.9,23.6,62227,4419,6.1,45,4300,20.3,4005,528,35,50000,10.7,0.21,0.5,27,68255,249.2,17863,21.0,185,32.5,2.7,361,25833,4.7,12.7,1.92,4.54,0.467,3512,0.42,23987,58,301.6,22.1,1164,24.5,73779,64,311,null,"211011255",46.3,76.6,335,9,15.8,253,7.8,22.9,6.7,null,25.2,2016,6.7,null,106,29.4,13487,46,42
58,0.7,50443,172,24.7,"Rowville - South",47,5193,1205.3,25.6,60033,6783,6.2,44,2082,22.4,6280,767,76,51523,10.8,0.19,0.3,40,60338,377.0,12645,17.7,406,28.7,3.3,228,21726,2.8,19.5,1.81,4.54,0.432,5177,0.4,25448,108,409.3,22.8,1038,27.1,23736,161,449,null,"211011258",26.9,80.5,872,25,12.2,574,5.7,10.7,5.8,null,26.6,2016,5.3,null,152,25.7,12750,45,42
60,1.5,45152,309,25.4,"Wantirna",45,5275,982.8,28.0,56249,8591,6.1,45,2316,27.3,7541,974,101,48580,11.5,0.15,0.5,81,53555,424.2,13356,17.3,623,28.5,5.8,361,20627,1.8,18.2,1.85,5.12,0.443,6688,0.36,18682,158,460.1,24.1,902,25.6,19584,294,675,null,"211011259",35.3,75.8,1702,22,16.1,780,5.2,13.2,4.9,null,23.3,2016,6.0,null,283,21.7,10636,47,41
60,1.5,44702,366,24.9,"Wantirna South",46,5726,1093.1,29.7,57585,10853,6.3,46,1898,27.8,9604,1269,144,47476,11.7,0.14,0.3,81,56448,553.0,16210,19.6,671,31.2,7.9,393,23307,2.5,29.9,1.93,5.45,0.471,8842,0.35,23584,220,612.6,23.0,887,23.9,26218,313,936,null,"211011260",50.6,74.9,2314,35,16.6,868,6.5,24.5,4.8,null,22.4,2016,5.5,null,341,23.4,11860,47,41
60,1.3,49793,196,22.0,"Donvale - Park Orchards",50,17711,1870.7,25.5,68930,10086,6.7,47,2858,26.4,8264,1344,79,49245,10.8,0.14,0.4,41,73651,569.6,17428,25.5,410,38.1,8.5,1146,26807,6.6,43.2,2.13,6.25,0.536,8561,0.34,32178,136,742.8,20.6,1090,20.4,117460,165,1204,null,"211021261",151.6,64.9,1628,13,26.0,549,9.8,141.4,6.3,null,23.0,2016,6.8,null,317,31.1,12840,48,43
59,1.1,47623,297,27.1,"Rowville - Central",46,4925,1042.9,26.7,56331,9484,6.1,43,2980,23.0,8832,1054,128,48498,10.9,0.19,0.6,75,56749,497.5,13424,17.7,718,28.5,5.6,223,21227,2.1,23.8,1.78,4.31,0.427,7203,0.41,22565,194,538.2,24.3,966,27.0,29268,305,596,null,"211011256",35.5,80.9,1375,36,11.3,920,5.7,17.4,4.9,null,25.5,2016,5.2,null,263,22.9,14021,44,40
59,1.0,52989,153,23.5,"Warrandyte - Wonga Park",50,26311,2090.1,23.4,67470,6755,7.3,47,5327,22.1,5775,991,25,47496,10.3,0.16,0.6,23,80970,389.6,20050,27.5,214,39.4,5.1,1044,26574,7.6,29.9,2.13,5.54,0.541,5616,0.38,30139,72,547.0,20.4,1218,21.2,114719,70,713,null,"211021262",147.8,65.8,693,null,25.0,315,12.5,81.8,7.2,null,23.3,2016,7.3,null,191,33.1,10908,48,44
59,1.4,46977,830,27.9,"Boronia",45,3335,697.8,29.1,52219,12573,7.0,41,1317,23.1,11765,1550,173,48276,7.6,0.18,0.4,254,51692,614.4,11347,15.3,1327,25.7,7.7,168,19904,0.9,31.0,1.65,3.98,0.396,8970,0.42,19978,188,649.9,27.2,831,30.6,19747,692,623,null,"211011446",29.9,80.7,2699,70,10.4,1626,4.5,12.3,3.3,null,23.2,2016,8.2,null,389,18.4,12369,43,39
